song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_lady_gaga_&_bruno_mars_die_with_a_smile,Die With A Smile,Lady Gaga & Bruno Mars,17751,0,1,2025-04-24
am_rosé_&_bruno_mars_apt.,APT.,ROSÉ & Bruno Mars,15059,0,2,2025-04-24
am_alex_warren_ordinary,Ordinary,Alex Warren,14413,0,3,2025-04-24
am_doechii_anxiety,Anxiety,Doechii,13106,0,4,2025-04-24
am_billie_eilish_birds_of_a_feather,BIRDS OF A FEATHER,Billie Eilish,12646,0,5,2025-04-24
am_kendrick_lamar_&_sza_luther,luther,Kendrick Lamar & SZA,11775,0,6,2025-04-24
am_gracie_abrams_that’s_so_true,That’s So True,Gracie Abrams,11452,0,7,2025-04-24
am_kendrick_lamar_not_like_us,Not Like Us,Kendrick Lamar,10320,0,8,2025-04-24
am_lady_gaga_abracadabra,Abracadabra,Lady Gaga,10114,0,9,2025-04-24
am_lola_young_messy,Messy,Lola Young,10099,0,10,2025-04-24
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,9713,0,11,2025-04-24
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,9495,0,12,2025-04-24
am_drake_nokia,NOKIA,Drake,9067,0,13,2025-04-24
am_the_weeknd_&_playboi_carti_timeless,Timeless,The Weeknd & Playboi Carti,8276,0,14,2025-04-24
am_sabrina_carpenter_espresso,Espresso,Sabrina Carpenter,8045,0,15,2025-04-24
am_shaboozey_a_bar_song,A Bar Song,Shaboozey,7440,0,16,2025-04-24
am_jennie_like_jennie,like JENNIE,JENNIE,6941,0,17,2025-04-24
am_wizthemc_&_bees_&_honey_show_me_love,Show Me Love,WizTheMc & bees & honey,6686,0,18,2025-04-24
am_teddy_swims_lose_control,Lose Control,Teddy Swims,6607,0,19,2025-04-24
am_chappell_roan_pink_pony_club,Pink Pony Club,Chappell Roan,6430,0,20,2025-04-24
am_ed_sheeran_azizam,Azizam,Ed Sheeran,6395,0,21,2025-04-24
am_tate_mcrae_sports_car,Sports car,Tate McRae,6260,0,22,2025-04-24
am_bad_bunny_dtmf,DtMF,Bad Bunny,6255,0,23,2025-04-24
