song_id,song_name,artist_name,streams,playlist_adds,chart_position,collection_date
am_taylor_swift_the_fate_of_ophelia,The Fate of Ophelia,Taylor Swift,20946,0,1,2025-11-06
"am_huntr/x,_ejae,_audrey_nuna,_rei_ami_&_kpop_demon_hunters_cast_golden",Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI & KPop Demon Hunters Cast",18451,0,2,2025-11-06
am_taylor_swift_opalite,Opalite,Taylor Swift,14736,0,3,2025-11-06
am_alex_warren_ordinary,Ordinary,Alex Warren,12095,0,4,2025-11-06
am_olivia_dean_man_i_need,Man I Need,Olivia Dean,11077,0,5,2025-11-06
am_taylor_swift_elizabeth_taylor,Elizabeth Taylor,Taylor Swift,10209,0,6,2025-11-06
am_taylor_swift_father_figure,Father Figure,Taylor Swift,8970,0,7,2025-11-06
am_taylor_swift_the_life_of_a_showgirl,The Life of a Showgirl,Taylor Swift,7880,0,8,2025-11-06
am_taylor_swift_wi$h_li$t,Wi$h Li$t,Taylor Swift,7553,0,9,2025-11-06
"am_saja_boys,_andrew_choi,_neckwav,_danny_chung,_kevin_woo,_samuil_lee_&_kpop_demon_hunters_cast_sod",Soda Pop,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, Kevin Woo, samUIL Lee & KPop Demon Hunters Cast",7367,0,10,2025-11-06
am_raye_where_is_my_husband,WHERE IS MY HUSBAND,RAYE,7228,0,11,2025-11-06
am_olivia_dean_so_easy,So Easy,Olivia Dean,6692,0,12,2025-11-06
am_sabrina_carpenter_manchild,Manchild,Sabrina Carpenter,6615,0,13,2025-11-06
am_taylor_swift_cancelled,CANCELLED,Taylor Swift,6523,0,14,2025-11-06
am_taylor_swift_actually_romantic,Actually Romantic,Taylor Swift,6354,0,15,2025-11-06
am_billie_eilish_wildflower,WILDFLOWER,Billie Eilish,6252,0,16,2025-11-06
am_taylor_swift_eldest_daughter,Eldest Daughter,Taylor Swift,6072,0,17,2025-11-06
am_taylor_swift_wood,Wood,Taylor Swift,5868,0,18,2025-11-06
am_benson_boone_beautiful_things,Beautiful Things,Benson Boone,5864,0,19,2025-11-06
am_tate_mcrae_just_keep_watching,Just Keep Watching,Tate McRae,5852,0,20,2025-11-06
am_sombr_back_to_friends,back to friends,sombr,5751,0,21,2025-11-06
"am_rosalía,_björk_&_yves_tumor_berghain",Berghain,"ROSALÍA, Björk & Yves Tumor",5702,0,22,2025-11-06
am_taylor_swift_ruin_the_friendship,Ruin The Friendship,Taylor Swift,5691,0,23,2025-11-06
